Miranda Otto	War of the Worlds	2005
Gerard Depardieu	Barocco	1976
Josh Hartnett	The Long Home	2019
Mario Van Peebles	Fair Game?	2010
Maria Schrader	Ausflug	2001
Bruce Campbell	The Escort	2016
Roddy McDowall	Conquest of the Planet of the Apes	1972
Boris Karloff	The Crimson Cult	1968
Tim Matheson	The Captive: The Longest Drive 2	1976
Thomas Jane	The Punisher	2004
Keri Russell	Austenland	2013
Mary Elizabeth Winstead	Alex of Venice	2014
Rebecca Gibney	Introducing the Dwights	2007
Justin Long	Drag Me to Hell	2009
Wes Bentley	The White River Kid	1999
Jeffrey Donovan	Extinction	2015
Hugh Dancy	Poe	2013
Teri Polo	Quick	1993
Richard Brake	Deus Volt	1997
Dom DeLuise	Smokey and the Bandit II	1980
Michelle Dockery	Many Beautiful Things	2015
Rosie Shaw	Moon	2009
Beau Bridges	Child's Play	1972
Casper Van Dien	Sleeping Beauty	2014
Charlton Heston	The Call of the Wild	1972
Shelley Winters	A Double Life	1947
Keira Knightley	A Dangerous Method	2011
Cynda Williams	With or Without You	2003
Susan Sarandon	Home	2006
Judd Nelson	Road to the Open	2014
Judi Dench	Ladies in Lavender	2004
Geena Davis	Beetlejuice	1988
Cameron Mitchell	Okinawa	1952
Mila Kunis	Ted	2012
Helen Mirren	The Last Station	2009
Downtown Julie Brown	Junket Whore	1998
Danny Glover	Lethal Weapon 4	1998
Justin Bartha	The Rebound	2009
Catherine O'Hara	The Life Before This	1999
Gene Bervoets	Crazy Love	1987
Sean Young	Lost Cat Corona	2017
Whoopi Goldberg	The Long Walk Home	1990
Melvil Poupaud	Time to Leave	2005
Cam Gigandet	Plush	2013
Isabelle Huppert	Les possedes	1988
Jenna Elfman	Touched	2005
Samuel Fuller	Carmel	2009
Anne-Marie Duff	Is Anybody There?	2008
Chris Klein	American Reunion	2012
Seann William Scott	Planet 51	2009
Vincent Gallo	Palookaville	1995
Ashley Judd	High Crimes	2002
Elijah Wood	North	1994
Sylvester Stallone	The Specialist	1994
Patty Duke	Valley of the Dolls	1967
Vincent D'Onofrio	The Thirteenth Floor	1999
Miles O'Keeffe	The Drifter	1988
Ray Romano	The Big Sick	2017
Harold Perrineau	The Edge	1997
Marlon Brando	Guys and Dolls	1955
Stephen Dillane	Spy Game	2001
Noam Chomsky	The World Awaits	2016
Lauren Hutton	American Gigolo	1980
Sammi Davis	The Double Born	2008
Heather Graham	Killing Me Softly	2002
Lauryn Hill	Concerning Violence	2014
Bryan Brown	The Empty Beach	1985
Michael Ironside	Cross Country	1983
John Saxon	Criminal Minds	1998
Claudia Ohana	Priceless Beauty	1988
Giancarlo Giannini	A Walk in the Clouds	1995
Spencer Breslin	The Cat in the Hat	2003
John Cusack	Guyville Redux	2008
Dee Wallace	The Howling	1981
Barbara Rutting	Your Body Belongs to Me	1959
Brooke Langton	Playing Mona Lisa	2000
Lauren Bacall	Presence of Mind	1999
Rosalind Russell	Never Wave at a WAC	1953
Arlo Guthrie	The Weavers: Wasn't That a Time	1981
Robert Pine	Dead Write	2007
Jack Palance	The Man Inside	1958
Jonathan Tucker	The Ruins	2008
Charles Bronson	Farewell, Friend	1968
Kelly LeBrock	10 Days in a Madhouse	2015
Donald Sutherland	Fool's Gold	2008
Yun-Fat Chow	Full Contact	1992
Tatyana Ali	23rd Psalm: Redemption	2011
Martin Lawrence	What's the Worst That Could Happen?	2001
Reese Witherspoon	The Good Lie	2014
Billy Burke	Lights Out	2016
Steven Bauer	El grito	2000
Johnny Carpenter	Badman's Gold	1951
Smiley Burnette	Heading West	1946
Mehmet Gunsur	Love Likes Coincidences	2011
Deon Lotz	The Number	2017
Esha Gupta	Rustom	2016
Vernetta Lopez	Equals	2015
Stephane Ferrara	Alto rischio	1993
Jane Griffiths	The Derelict	1937
Adriana Alexander	Hercules in Hollywood	2005
Leonid Nevedomsky	Gorod pod lipami (Epizody geroicheskoy oborony)	1971
Adrian Hoven	Das weie Abenteuer	1952
Andre Gordon	Cordially Invited	2007
Danny Woodburn	Love, Gloria	2012
Jackie Coogan	My Boy	1921
Prince	Under the Cherry Moon	1986
Massimo Serato	Brennus, Enemy of Rome	1963
Hermann Erhardt	Die Regimentstochter	1953
Chet Anekwe	Tobi	2011
Cady McClain	Home Movie	2008
Amerie	First Daughter	2004
Fred Clark	Skidoo	1968
Ida Wust	Zwischen vierzehn und siebzehn - Sexualnot der Jugend	1929
Norman Alden	Operation Bottleneck	1961
Fernando Cayo	The Orphanage	2007
Aline MacMahon	Guest in the House	1944
Gippy Grewal	Mel Karade Rabba	2010
Alfred Adam	Jo la Romance	1949
Mirta Ibarra	Mujer transparente	1990
Roger Dumas	General... nous voila!	1978
Valerie Vernon	The Delavine Affair	1955
Chelo Alonso	Attack of the Moors	1959
Hideo Murata	Kanto hamonjo	1965
Chico Buarque	When Carnival Comes	1972
Guy Bedos	Sweet and Sour	1963
Tsung-Hua To	Wolves Cry Under the Moon	1997
Venantino Venantini	The Sucker	1965
Dale Cook	Choke	1999
Giovanni Capalbo	Lords of London	2014
Gene Kelly	For Me and My Gal	1942
Valerio Mastandrea	The Rebel: Guido Picelli - The Forgotten Hero	2011
Pedro Armendariz Jr.	Tramp	1994
Rami Malek	Bohemian Rhapsody	2018
Karla Runkehl	Arzte	1961
Mark Valley	Lost Boy	2015
Amanda Good Hennessey	Off Season	2017
E. Roger Mitchell	How I Spent My Summer Vacation	1997
Gregory Gadebois	Goodbye Morocco	2012
Lee Meriwether	Birthday Cake	2013
Tomoko Fujita	Suki!	1990
Reed Frerichs	Mexican Sunrise	2007
Beatriz Aguirre	Tierra muerta	1949
Bram Hoover	23 Blast	2014
Sharad S. Kapoor	Swami Chhintai	2004
Nadia Lutfi	Kasr El Shawk	1967
Carlo Benetti	La bocca chiusa	1925
Kveta Fialova	Demons Are Calling	1968
Peggy Tseng	A Fish Out of Water	2017
Beatriz Rico	Istanbul Beneath My Wings	1996
Michael Cohen	L'invitation	2016
Albert Filozov	Kromov	2009
Masanobu Ando	Kids Return	1996
Rhonda Fleming	The Crowded Sky	1960
Willy T. Ribbs	The Life Between	2003
Camillo De Riso	I nostri buoni villici	1918
Javier Aguirre	Queridos monstruos	2014
Willie Alexander	Boys from Nowhere: The Story of Boston's Garage Punk Uprising	2016
Sancho Gracia	Mala uva	2004
Ron Randell	The Loves of Carmen	1948
Anthony Steffen	$1,000 on the Black	1966
Ryohei Uchida	By a Man's Face Shall You Know Him	1966
Galeazzo Benti	Circo equestre Za-bum	1944
Louis Seigner	Son dernier Noel	1952
Richard Long	Ma and Pa Kettle Back on the Farm	1951
Farouk Al-Fishawy	El Tahweela	1996
Philip Michael Thomas	Fate	2003
Vladimir Gaitan	Der Mann mit dem Ring im Ohr	1984
Van Heflin	Land and Live in the Jungle	1944
Yoshio Harada	Kiss yori kantan	1989
Tony Asher	When Pop Went Epic: The Crazy World of the Concept Album	2016
Fred Kohler	The Stampede	1921
Henry Corden	When the Clock Strikes	1961
Daniel Gelin	The Honorable Society	1978
Tony Ka Fai Leung	Island of Fire	1990
Nigel Davenport	Play Dirty	1969
Fernando Sancho	The Magnificent Tony Carrera	1968
Laura Bell Bundy	Pure Country Pure Heart	2017
Sandra Milo	Felicissime Condoglianze	2017
Virginia Mayo	Haunted	1977
Dimple Kapadia	Ram Lakhan	1989
Conway Tearle	The World for Sale	1918
Edwige Fenech	La moglie in vacanza... l'amante in citta	1980
Luis Prendes	Curse of the Black Cat	1977
Theo Lingen	Scham' dich, Brigitte!	1952
Olafur Darri Olafsson	Pearls and Swine	1997
Federica Moro	College	1984
Jenny Tamburi	Splendori e miserie di Madame Royale	1970
Eduardo Fajardo	Ringo's Big Night	1966
Keith Collins	Psycho-Path: Mania	2011
Keith Charles	April in the Wind	1970
Philip Merivale	Mr. & Mrs. Smith	1941
Nicolaj Kopernikus	Flyvende farmor	2001
Fuli Wang	God of the Mountains	1992
Patsy Kelly	There Goes My Heart	1938
Francis X. Bushman Jr.	The Galloping Ghost	1931
Wilfried Seyferth	The Grapes Are Ripe	1952
Chun Hsiung Ko	Qiu lian	1979
Rosemarie Gil	Ako si Emma, Babae!	1977
Irina Alfyorova	Vysshiy klass	1991
Setsuko Karasuma	Daruma	2015
Siobhan Williams	Adventures in Public School	2017
Miriam Margolyes	Body Contact	1987
Alejandra Cruz	The Sea Wolf	2006
Josef Abrham	Sakali leta	1993
Andy Irons	Still Filthy	2009
Constance Moore	Earl Carroll Vanities	1945
Pyotr Velyaminov	Vstretimsya v metro	1986
Vikram	Anniyan	2005
Hector Alterio	La vida, el amor y la muerte	1982
Sandra Ceccarelli	Light of My Eyes	2001
Luke Evans	McKellen: Playing the Part	2017
Jose Romulo	Lintik lang ang walang ganti	1960
Laura Ferlo	Ultraje	1977
Dominic Deutscher	Charge Over You	2010
Bolo Yeung	Shootfighter: Fight to the Death	1993
Philip MacDonald	The Garden	1990
Manuela Zanier	La Divina Commedia Opera Musical	2018
Kien Shih	Tian shan long feng jian xia ji	1961
Kal Naga	Civic Duty	2006
Ana Obregon	Tres mujeres de hoy	1980
Chieko Matsubara	Kenju Buraicho: Nagaremino No Mure	1965
George Chesebro	The Spirit of '76	1917
Ahamd El-Haddad	The Lost Days	1965
Soumitra Chatterjee	Apon Amar Apon	1990
Soumitra Chatterjee	Aagoon	1988
Sylvia Chang	Mad Mission	1982
Pugak	The Prodigal Sons	1973
Lillemor 'Lill' Lindfors	Drompojken	1964
Alfredo Mayo	The Roosters of Dawn	1971
Bjorn Sundquist	Havlandet	1985
Yu Koyanagi	Clearness	2007
Richard Keats	A.P.E.X.	1994
Peter Xifo	Titanic: Sinking the Myths	2017
Milena Pavlovic	Glad	2002
Lionel Jeffries	Chitty Chitty Bang Bang	1968
Robert Shepherd	The Colors of Emily	2017
Ellen Chan	My Dream Is Yours	1988
Frank Cavestani	Fred Baker- filmmaker	2007
Otello Toso	Il conte di Matera (Il tiranno)	1958
Mallika Sherawat	Politics of Love	2011
Ahmad Mazhar	The White Gown	1975
Gerardo Albarran	Orinoco	1986
Agnieszka Zulewska	Sanctuary	2012
Vijayshanti	Sri Vaaru	1985
Vijayshanti	Aruna Kiranam	1986
Tommy Rettig	The Last Wagon	1956
Raj Kiran	Bade Ghar Ki Beti	1989
Manami Hashimoto	JK Rock	2019
Melanie Maudran	La grande villa	2010
Janis Carter	The Mark of the Whistler	1944
Oscar Obligacion	Puting bantayog	1948
Guillaume Lemay-Thivierge	The 3 L'il Pigs 2	2016
Stafford Ashani	Tiszta Amerika	1987
Gabriel Arcand	La fabrication d'un meurtrier	1996
Henry B. Walthall	The Road to Mandalay	1926
Marc Lawrence	Jolanda, the Daughter of the Black Corsair	1953
Alessandro Gassman	Il seme della discordia	2008
Dindo Fernando	Quinto de Alas	1968
Vladimir Gajdarov	Die Frau von vierzig Jahren	1925
Fikret Hakan	Buzlar cozulmeden	1965
Fikret Hakan	Kamelyali kadin	1957
Corinna Kirchhoff	Daughters	2014
Fritz Tillmann	Moral 63	1963
Frank Morgan	The Good Fairy	1935
Wright Io	Forradalom utan	1990
Ellen Thomas	Oracles of Pennsylvania Avenue	2013
Margherita Buy	Happy Family	2010
Nick Mancuso	Violent Blue	2011
Lev Durov	Sheriff's Star	1992
Koji Matoba	Conflict: Saidai no koso	2016
Helle Virkner	Onkel Bill fra New York	1959
Tom Savini	Heartstopper	1989
Paul Henckels	Einmal am Rhein	1952
Frank Rice	The Galloping Ace	1924
Jackie Shroff	Doodh Ka Karz	1990
Lucie Hoflich	Kaddisch	1924
Frits Helmuth	Per	1975
William Sanderson	The Utilizer	1996
Robert Barrat	Wanderer of the Wasteland	1945
Divya Dutta	Sukhmani	2010
Michel Voita	Natalia	1988
Vicente Liwanag	Magandang bituin	1965
Hidde Maas	Stronghold	1985
Janusz Gajos	Fuks	1999
Roger Coggio	Belle	1973
Ondrej Vetchy	Lousy Bastards	2014
Nigel De Brulier	The Mystery of 13	1919
Emil Hegetschweiler	Emil, mer mues halt rede mitenand	1941
Cachupoy	Walang hari sa batas	1968
Clifton Powell	Golden Empire	2005
Evan Brinkman	The Chrysalis Tide	2015
Antonio Grimau	Secretos compartidos	1998
Koji Tsuruta	Ninkyo koboshi - kumicho to daigashi	1970
Koji Tsuruta	Showa zankyo-den: Yabure-gasa	1972
Julia Stemberger	Das verzauberte Lied	1995
Olivier Barascud	Mateo Falcone	2009
Ako	Machi nureta onna	1987
Ann Little	The House of Silence	1918
Tim Kazurinsky	Billions for Boris	1984
Eva Rose	Storm	2005
Pedro Armendariz	The Reprieve	1960
Pedro Armendariz	Beyond All Limits	1959
Al Gore	A Matter of Degrees	2006
Taylor Lautner	The Twilight Saga: Breaking Dawn - Part 2	2012
Terence Morgan	Turn the Key Softly	1953
Willy Fritsch	Maxie	1954
Alexi Morrissey	Dumpster	2005
Dharmendra	Sher Khan	1998
Dharmendra	Ganga Tere Desh Mein	1988
Tannishtha Chatterjee	Parched	2015
Gerard Jugnot	3 petites filles	2004
Yuliya Khlynina	All at Once	2014
Tela Tchai	Queen of Atlantis	1932
Sippy Gill	Jatt Boys Putt Jattan De	2013
Polo Hofer	Das Schweigen der Manner	1997
Oscar Keesee	Sampung libong pisong pag-ibig	1957
Sam Hennings	The Work and the Glory	2004
Oskar Homolka	Mr. Sardonicus	1961
Philippe Noiret	Father's Trip	1966
Shun Sugata	Tokyo Bitch, I Love You	2013
Philippe Leroy	Hector the Mighty	1972
Rita Corday	The Falcon's Alibi	1946
Lissy Arna	Abenteuer im Nachtexpre	1925
Enid Stamp-Taylor	Blondes for Danger	1938
Carlos Lopez Moctezuma	Cielito lindo!	1957
Ernesto Bianco	La cuna vacia	1949
Christy Chung	Bad Sister	2014
Donna Biscoe	The Productive Lie	2014
Ettore Manni	Buen viaje, Pablo	1959
Jim O'Rear	Tales from Beyond: Making the Drama	2013
Petr Kostka	The Immortal Woman	1993
Kishore Nandlaskar	Chakachak	2005
Erika Oda	Konna otona no onnanoko	2007
Guy L'Ecuyer	Sincerement, Guy L'Ecuyer	2000
Armen Dzhigarkhanyan	Ukrali zebru	1972
Carola Hohn	Jungfrau aus zweiter Hand	1967
Karl Stegger	Dreams Don't Make Noise When They Die	1979
Rumer Willis	The Diary of Preston Plummer	2012
Stephen Fry	Wilde	1997
Kate Ashfield	Hangman	2015
Diana Penty	Cocktail	2012
Noah Segan	Starry Eyes	2014
Parry Shen	Victor Crowley	2017
Sylvestre Amoussou	Africa paradis	2006
Melinda Cohen	Sympathy, Said the Shark	2015
Tamara Tunie	Bad Vegan and the Teleportation Machine	2016
Rabi Ghosh	Sesh Parba	1972
Rabi Ghosh	Antarer Bhalobasha	1991
Nick Cave	If I Should Fall from Grace: The Shane MacGowan Story	2001
Nobuko Miyamoto	Woman in Witness Protection	1997
Neil Hamilton	The Cat Creeps	1930
Nadia Cassini	L'assistente sociale tutto pepe	1981
Ruaidhri Conroy	Moondance	1994
Hyeong-jin Kong	Greatest Expectations	2003
Ryo	Gemini	1999
Carol 'Do Do' Cheng	The Top Bet	1991
Bernard Cribbins	The Wrong Arm of the Law	1963
Gamini Fonseka	Bandura Mal	1981
Noah Beery Jr.	The Strange Case of Dr. Meade	1938
Joey Wang	A Killer's Romance	1990
Mohammed Chaara	Night Run	2006
Luigi Casellato	Five Days in Sinai	1968
Enrique Chaico	A New Beginning	1942
Chris Voss	Maya Dardel	2017
Paulette Dubost	L'ange que j'ai vendu	1938
Janos Derzsi	Werckmeister Harmonies	2000
Rachana Banerjee	Ek Chiltey Sindoor	2004
Kenji Sugawara	Otoko no sekai	1971
Agustin Gonzalez	Luces de bohemia	1985
William Sylvester	The Devil Inside	1961
Junzaburo Ban	The Country Boss	1958
Ilona Massey	Frankenstein Meets the Wolf Man	1943
Carlo Ninchi	Il corriere del re	1947
Pete Hodge	Puritan	2005
Jean Gabin	The Dominici Affair	1973
Chopper Bernet	Belief	2007
Vilma Santos	Langis at tubig	1980
Vilma Santos	Give Me Your Heart	1973
Rana Mitra	Messi	2017
Sven-Bertil Taube	Storst av allt	2005
Roy Cheung	Hui ba! Ja 'fit' yan bing tuen	1996
Chris Howland	Agent 505 - Todesfalle Beirut	1966
Theodore Pellerin	Squat	2017
Marilyn Maxwell	High Barbaree	1947
Mario Montenegro	Ilaw sa karimlan	1956
Mary Anderson	To Each His Own	1946
Tom Maden	Mission Air	2014
Filipe Duarte	Noise	2008
Jackson Bostwick	Escape from DS-3	1981
Jack Curtis	Mutiny	1917
Nick Daly	The Executrix	2017
Anita Linda	Suwail	1949
Jim Norton	Sunset Heights	1999
Dennis Morgan	Raton Pass	1951
Vera Fischer	Essa Gostosa Brincadeira a Dois	1974
B.J. Hendricks	Auteur	2014
Ondine	Cleopatra	1970
Sreelekha Mitra	Choukaath the Threshold	2015
Antoine Basler	Dirty Money - Undercover	2008
Ewen Bremner	Wide Open Spaces	2009
Yuriko Ishida	Sayonara itsuka	2010
George Estregan	Laging umaga	1975
George Estregan	The Rebel Hunter	1976
George Estregan	Ahas sa pugad ng lawin	1979
Glen Lee	La noche de la furia	1974
Ai-Ai de las Alas	Booba	2001
Takeshi Masu	Naniwa Zenido	2014
Fernando Allende	The Black Wolf	1981
Siamak Ansari	Moneyless	2009
Alain Souchon	Comedie!	1987
Shary Marshall	Your Cheatin' Heart	1964
Spring Byington	Big Business	1937
Xiaoming Huang	The Last Tycoon	2012
John Mills	You're in the Army Now	1937
Sophie Ward	Young Sherlock Holmes	1985
Dolores Palumbo	Zum zum zum n 2	1969
Enrique Rocha	Ashes and Snow	2005
Maureen Douglass	Rocinante	1986
Gilbert Melki	Mr. Average	2006
Gianni Lunadei	Far Away and Long Ago	1978
Franco Franchi	The Shortest Day	1963
Mario Mims	The Golden Voices	2018
Annette Frier	Omamamia	2012
Alessandra Martines	Une pour toutes	1999
Bruno Cremer	The 317th Platoon	1965
Anthony Ferro	Group Therapy: OCD	2017
Monty Woolley	Holy Matrimony	1943
Guy Madison	The Command	1954
Sadashiv Amrapurkar	Do Fantoosh	1994
Claude Akins	Monster in the Closet	1986
Anna Gael	Nana	1970
Josef Bek	Bitter Love	1959
Liang Tian	Dad, Where Are We Going?	2014
K.P.A.C. Lalitha	Devayaanam	2017
K.P.A.C. Lalitha	Pidakkozhi Koovunna Noottandu	1994
Liza Lorena	Hawakan mo at pigilan ang kahapon	1984
Liza Lorena	Flesh Avenue	1986
Glenn Berggoetz	Separate Checks	2011
Negar Javaherian	A Cube of Sugar	2011
Amy Austria	Caught in the Act	1981
Jacques Dumesnil	Secrets	1943
Anthony Delon	Jeu de cons	2001
Gustav Knuth	Die Nacht ohne Moral	1953
Grainger Hines	Just for the Time Being	2000
Prem Chopra	Khel	1992
Prem Chopra	Yamraaj	1998
Kirk Douglas	Catch Me a Spy	1971
Ashley Laurence	Deuce Coupe	1992
Alma Delia Fuentes	A.T.M.: A toda maquina!!	1951
Branko Djuric	Bal-Can-Can	2005
Julieta Serrano	Dark Habits	1983
Frances Gifford	Sky Commando	1953
Renato Scarpa	L'ultimo Tango	2015
Yasuaki Kurata	Lady Whirlwind Against the Rangers	1974
Kym Jackson	Window of Opportunity	2015
Rosemary Howard	Oddsac	2010
Sonali Kulkarni	The Square Circle	1996
Nicholas Pasco	The Swordsman	1992
Tomoko Nakajima	Tokei - Adieu l'hiver	1986
Tom Dewispelaere	Nocturne	2019
Amaury Grisel	Sculpt	2016
Tom Wolfe	A Light in the Dark: The Art & Life of Frank Mason	2011
Moon Lee	Jing wang xiong feng	1993
Raima Sen	Mere Khwabon Mein Jo Aaye	2009
Bo Huang	The Conformist	2017
Pia Green	PS sista sommaren	1988
Ayaka Takezaki	Bo no kanashimi Part 1	2016
Vera Carmi	Due cuori fra le belve	1943
Francoise Rosay	Luck	1931
Barton MacLane	Frontier Gun	1958
Catherine Mouchet	My Friend Victoria	2014
Addison Richards	Man with Two Lives	1942
Marcel Hensema	Simon	2004
Christa Linder	Day of Anger	1967
Roland Manookian	Rise of the Footsoldier	2007
Laura Basuki	Di timur matahari	2012
Sidney Poitier	Ralph Bunche: An American Odyssey	2001
Elizabeth Bogush	Acting Like Adults	2012
Derek Bond	High Terrace	1956
Helen Gamboa	Dugo sa buhangin	1967
Eduardo Noriega	Petit indi	2009
Eddie Foy Jr.	Murder in the Air	1940
Robert Hossein	Marked Eyes	1964
Georges Poujouly	Vacances en enfer	1961
Lowell Thomas	Best of Cinerama	1963
Ian McNeice	The House of Screaming Death	2017
Fred MacMurray	Where Do We Go from Here?	1945
Man Cheung	Tiger Cage 3	1991
Lee Ving	Masters of Menace	1990
Ryuzo Tanaka	Umi ni furu yuki	1984
Winnie Markus	Liebe, die den Kopf verliert	1956
Jules Bruff	The Portal	2017
Dean Jacobson	The Elevator	1996
Ann Richards	Ann Richards' Texas	2012
John Carradine	Stagecoach	1939
Yuriy Demich	Proryv	1986
Gabriella Pallotta	Valeria ragazza poco seria	1958
Masumi Miyazaki	Fusen	1990
Andrea King	The Man I Love	1947
Craig Parkinson	When the Lights Went Out	2012
Ewald Balser	Versuchung	1955
Amanda Howell	Eroded	2011
Sophia La	Sam Yan	2010
Mehdi Nebbou	Magma	2009
Kenan Thompson	Good Burger	1997
Frank Gehry	The Once and Future Pariser Platz: A Square in Berlin Comes Back	1999
Erdal Yildiz	Method	2011
Tony Dow	Playing Patti	1998
Doris Duranti	Sentinels of Bronze	1937
Shalom Harlow	Head Over Heels	2001
Rod Navarro	Kalabog en Bosyo	1994
Jacqueline Andere	Una adorable familia	1987
Bernard Archard	The Mini-Mob	1967
Michel Duchaussoy	L'accalmie	1973
Gennadi Korolkov	Shchyot chelovecheskiy	1978
Maggie Q	Priest	2011
Laura La Plante	The Fatal Plunge	1924
Riteish Deshmukh	De Taali	2008
Richard Conte	Somewhere in the Night	1946
Georges Corraface	Vive la mariee... et la liberation du Kurdistan	1998
Raffaello Degruttola	Mute	2018
Charles K. French	Fast and Furious	1927
Braxton Davis	Pointe Blank	2010
Egor Beroev	Turetskiy gambit	2005
Naoko Kubo	Tokyo shinsengumi	1961
Gerard Darmon	Shooting Stars	2002
Mark Mikita	Assassin's Game	2015
Tor Age Bringsvaerd	Sommerfuglene	1974
Gerard Landry	Pirate Submarine	1951
Romy Diaz	Patayin si ... Mediavillo	1978
Martin Ruzek	Volejte Martina	1966
Madylin Sweeten	Sam and Me	2016
Andre Dussollier	Crime Is Our Business	2008
Zbigniew Cybulski	Jutro Meksyk	1966
Anna Mouglalis	The Most Assassinated Woman in the World	2018
Shaun Benson	Interlude City of a Dead Woman	2016
Bert Olivar	Hiram na mukha	1952
Fidelia Grace	Breaking Legs	2017
Anthony Dawson	The Haunted Strangler	1958
Bryce Pinkham	The Swerve	2018
Victor Vina	77 rue Chalgrin	1931
Pola Negri	Lily of the Dust	1924
Nicky Butt	The Class of 92	2013
Emily Alyn Lind	The Haunting in Connecticut 2: Ghosts of Georgia	2013
